Entity,Code,Year,Oil,Gas,Coal,Hydropower,Solar,Wind,Nuclear,Other renewables
Ecuador,ECU,2017,130.87363,8.6857815,0.0946772,20.08861,0.03748,0.0734,0,0.459
Ecuador,ECU,2018,141.70032,7.7626114,0.3240877,20.678001,0.038079325,0.08025777,0,0.42796764
Ecuador,ECU,2019,137.31259,6.922094,0.09952759,24.641,0.038,0.085526936,0,0.45472345
Ecuador,ECU,2020,110.83171,5.903834,0.28073323,24.33326,0.03776,0.0771,0,0.47058
Ecuador,ECU,2021,137.08408,6.238331,0.54984814,25.57461,0.03687,0.06201,0,0.41493
Ecuador,ECU,2022,150.5628,5.3682756,0.7998017,24.63516,0.0385,0.0606,0,0.38967
Ecuador,ECU,2023,159.13568,4.887129,0.30401286,25.34871,0.03833,0.20858,0,0.35859
Ecuador,ECU,2024,163.27017,6.273893,0.09872358,22.61443,0.03611,0.22354,0,0.49968
Egypt,EGY,1965,81.39379,0.471625,4.68689,1.7324048,0,0,0,0
Egypt,EGY,1966,87.34,0.539,3.18662,1.8252122,0,0,0,0
Egypt,EGY,1967,71.32264,0.539,4.90786,1.966633,0,0,0,0
Egypt,EGY,1968,74.599754,0.539,5.10557,3.0007727,0,0,0,0
Egypt,EGY,1969,55.378662,0.683375,5.51262,3.9907181,0,0,0,0
Egypt,EGY,1970,71.66592,0.81812495,5.08231,4.6889834,0,0,0,0
Egypt,EGY,1971,74.0778,0.81812495,4.170669,5.0469546,0,0,0,0
Egypt,EGY,1972,84.65239,0.683375,3.6906874,5.161859,0,0,0,0
Egypt,EGY,1973,79.57202,0.548625,3.2146714,5.1530204,0,0,0,0
Egypt,EGY,1974,87.76041,0.5775,5.613138,6.11645,0,0,0,0
Egypt,EGY,1975,97.01281,0.48125002,6.7084627,6.792618,0,0,0,0
Egypt,EGY,1976,114.73853,3.6575,6.561646,8.003533,0,0,0,0
Egypt,EGY,1977,122.63606,4.4275,7.4835796,9.037673,0,0,0,0
Egypt,EGY,1978,126.69805,7.1225,7.169197,9.930392,0,0,0,0
Egypt,EGY,1979,138.93947,10.78,7.9521403,9.607776,0,0,0,0
Egypt,EGY,1980,155.29256,20.9825,6.4020824,9.802229,0,0,0,0
Egypt,EGY,1981,179.1586,23.485,8.251323,10.213233,0,0,0,0
Egypt,EGY,1982,203.74937,25.69875,8.526778,10.491655,0,0,0,0
Egypt,EGY,1983,223.57407,30.126251,8.087851,9.815488,0,0,0,0
Egypt,EGY,1984,241.74295,38.6925,8.201476,9.629872,0,0,0,0
Egypt,EGY,1985,245.68802,47.45125,8.659639,9.148,0,0,0,0
Egypt,EGY,1986,246.40953,54.670002,8.706916,8.972,0,0,0,0
Egypt,EGY,1987,260.4517,60.445,9.210786,8.9695,0,0,0,0
Egypt,EGY,1988,259.0959,66.604996,10.068685,8.829,0,0,0,0
Egypt,EGY,1989,268.61255,74.497505,10.304739,9.487,0,0,0,0
Egypt,EGY,1990,275.3904,77.67375,8.828414,9.953,0,0,0,0
Egypt,EGY,1991,270.62952,87.395004,9.086647,9.916,0,0,0,0
Egypt,EGY,1992,259.8219,94.5175,9.308141,9.8,0,0,0,0
Egypt,EGY,1993,243.19084,108.666245,11.212319,10.0925,0,0,0,0
Egypt,EGY,1994,253.93777,115.5,12.06716,10.728,0,0,0,0
Egypt,EGY,1995,275.37674,121.274994,8.074232,11.192,0,0,0,0
Egypt,EGY,1996,291.0964,125.125,11.097346,11.484,0,0,0,0
Egypt,EGY,1997,307.3263,128.97499,9.392377,11.771,0,0,0,0
Egypt,EGY,1998,323.4118,131.8625,9.240117,12.1045,0,0,0,0
Egypt,EGY,1999,330.86063,157.85,8.399267,13.4405,0,0.012,0,0
Egypt,EGY,2000,323.75937,192.5,10.1112385,14.178,0.0002,0.0805,0,0
Egypt,EGY,2001,305.73434,235.8125,8.8946705,14.4135,0.0009,0.179,0,0
Egypt,EGY,2002,304.1684,255.0625,9.542124,13.9945,0.001,0.2125,0,0
Egypt,EGY,2003,311.87805,285.8625,9.894048,12.939,0.001,0.286,0,0
Egypt,EGY,2004,328.39752,305.1125,10.112517,12.8315,0.001,0.5040505,0,0
Egypt,EGY,2005,347.70407,304.15,9.894048,12.644,0.001,0.5101111,0,0
Egypt,EGY,2006,337.3307,351.3125,9.899572,12.7845,0.001,0.6050606,0,0
Egypt,EGY,2007,364.28708,369.21503,8.999108,14.2175,0.0012,0.66243637,0,0
Egypt,EGY,2008,385.61722,393.08502,8.098236,15.096,0.0015,0.92981315,0,0
Egypt,EGY,2009,403.6607,409.44748,7.197784,13.7725,0.0022,1.0371939,0,0
Egypt,EGY,2010,415.5942,434.18375,5.396436,12.9545,0.0252,1.4091434,0,0
Egypt,EGY,2011,418.22156,477.59253,5.126364,12.99,0.244569,1.4948249,0,0
Egypt,EGY,2012,428.2248,506.37125,4.5418177,13.0275,0.504201,1.3362031,0,0
Egypt,EGY,2013,433.32666,495.01376,4.487145,13.2365,0.025437,1.5765831,0,0
Egypt,EGY,2014,455.2881,462.1875,4.5240703,13.587,0.139549,1.0281278,0,0
Egypt,EGY,2015,464.53683,460.18768,9.319224,13.6835,0.042,1.8945454,0,0
Egypt,EGY,2016,480.17807,493.54114,14.169939,13.1975,0.23361,2.396693,0,0
Egypt,EGY,2017,456.21555,559.3277,13.9517765,12.788,0.602545,2.1095762,0,0
Egypt,EGY,2018,406.44485,595.9529,25.388884,12.9235,0.553053,2.987351,0,0
Egypt,EGY,2019,383.61386,590.3868,22.940922,13.121,1.489,4.9796867,0,0
Egypt,EGY,2020,332.68008,583.0793,8.733374,14.0795,4.45251,5.2323384,0,0
Egypt,EGY,2021,359.5667,621.2484,14.113942,14.9035,4.97142,5.486156,0,0
Egypt,EGY,2022,425.22882,605.9086,12.243622,14.7075,5.00306,5.89694,0,0
Egypt,EGY,2023,414.17987,600.39044,13.62692,15.052,4.93476,5.986452,0,0
Egypt,EGY,2024,440.12344,597.8285,19.11887,14.3727,6.067527,6.1372714,0,0
Equatorial Guinea,GNQ,1965,,,,,,,0,
Equatorial Guinea,GNQ,1966,,,,,,,0,
Equatorial Guinea,GNQ,1967,,,,,,,0,
Equatorial Guinea,GNQ,1968,,,,,,,0,
Equatorial Guinea,GNQ,1969,,,,,,,0,
Equatorial Guinea,GNQ,1970,,,,,,,0,
Equatorial Guinea,GNQ,1971,,,,,,,0,
Equatorial Guinea,GNQ,1972,,,,,,,0,
Equatorial Guinea,GNQ,1973,,,,,,,0,
Equatorial Guinea,GNQ,1974,,,,,,,0,
Equatorial Guinea,GNQ,1975,,,,,,,0,
Equatorial Guinea,GNQ,1976,,,,,,,0,
Equatorial Guinea,GNQ,1977,,,,,,,0,
Equatorial Guinea,GNQ,1978,,,,,,,0,
Equatorial Guinea,GNQ,1979,,,,,,,0,
Equatorial Guinea,GNQ,1980,,,,,,,0,
Equatorial Guinea,GNQ,1981,,,,,,,0,
Equatorial Guinea,GNQ,1982,,,,,,,0,
Equatorial Guinea,GNQ,1983,,,,,,,0,
Equatorial Guinea,GNQ,1984,,,,,,,0,
Equatorial Guinea,GNQ,1985,,,,,,,0,
Equatorial Guinea,GNQ,1986,,,,,,,0,
Equatorial Guinea,GNQ,1987,,,,,,,0,
Equatorial Guinea,GNQ,1988,,,,,,,0,
Equatorial Guinea,GNQ,1989,,,,,,,0,
Equatorial Guinea,GNQ,1990,,,,,,,0,
Equatorial Guinea,GNQ,1991,,,,,,,0,
Equatorial Guinea,GNQ,1992,,,,,,,0,
Equatorial Guinea,GNQ,1993,,,,,,,0,
Equatorial Guinea,GNQ,1994,,,,,,,0,
Equatorial Guinea,GNQ,1995,,,,,,,0,
Equatorial Guinea,GNQ,1996,,,,,,,0,
Equatorial Guinea,GNQ,1997,,,,,,,0,
Equatorial Guinea,GNQ,1998,,,,,,,0,
Equatorial Guinea,GNQ,1999,,,,,,,0,
Equatorial Guinea,GNQ,2000,,,,,,,0,
Equatorial Guinea,GNQ,2001,,,,,,,0,
Equatorial Guinea,GNQ,2002,,,,,,,0,
Equatorial Guinea,GNQ,2003,,,,,,,0,
Equatorial Guinea,GNQ,2004,,,,,,,0,
Equatorial Guinea,GNQ,2005,,,,,,,0,
Equatorial Guinea,GNQ,2006,,,,,,,0,
Equatorial Guinea,GNQ,2007,,,,,,,0,
Equatorial Guinea,GNQ,2008,,,,,,,0,
Equatorial Guinea,GNQ,2009,,,,,,,0,
Equatorial Guinea,GNQ,2010,,,,,,,0,
Equatorial Guinea,GNQ,2011,,,,,,,0,
Equatorial Guinea,GNQ,2012,,,,,,,0,
Equatorial Guinea,GNQ,2013,,,,,,,0,
Equatorial Guinea,GNQ,2014,,,,,,,0,
Equatorial Guinea,GNQ,2015,,,,,,,0,
Equatorial Guinea,GNQ,2016,,,,,,,0,
Equatorial Guinea,GNQ,2017,,,,,,,0,
Equatorial Guinea,GNQ,2018,,,,,,,0,
Equatorial Guinea,GNQ,2019,,,,,,,0,
Equatorial Guinea,GNQ,2020,,,,,,,0,
Equatorial Guinea,GNQ,2021,,,,,,,0,
Equatorial Guinea,GNQ,2022,,,,,,,0,
Equatorial Guinea,GNQ,2023,,,,,,,0,
Equatorial Guinea,GNQ,2024,,,,,,,0,
Estonia,EST,1985,40.446075,10.486234,67.5203,0,0,0,0,0
Estonia,EST,1986,40.01098,9.530358,68.341515,0,0,0,0,0
Estonia,EST,1987,40.409798,10.325344,68.93121,0,0,0,0,0
Estonia,EST,1988,40.7583,11.120329,65.754234,0,0,0,0,0
Estonia,EST,1989,42.034187,11.120329,68.07053,0,0,0,0,0
Estonia,EST,1990,41.343212,14.21525,72.02654,0,0,0,0,0
Estonia,EST,1991,36.42071,14.27375,66.05542,0,0,0,0,0
Estonia,EST,1992,19.574043,8.34525,53.37064,0,0,0,0,0
Estonia,EST,1993,20.748428,4.1365,42.677505,0,0,0,0,0
Estonia,EST,1994,18.914959,5.94075,43.68336,0,0,0,0,0
Estonia,EST,1995,14.864138,6.7745,40.50757,0,0,0,0,0.006
Estonia,EST,1996,16.087318,7.4709997,42.437965,0,0,0,0,0.005
Estonia,EST,1997,15.796541,7.2595,41.945957,0,0,0,0,0.008
Estonia,EST,1998,15.860498,6.89,35.54562,0,0,0,0,0.012
Estonia,EST,1999,14.814796,6.6975,32.172234,0.004,0,0,0,0.013
Estonia,EST,2000,13.329059,7.6992497,34.2776,0.005,0,0,0,0.055
Estonia,EST,2001,15.416941,8.2625,34.074387,0.0074,0,0,0,0.022
Estonia,EST,2002,17.262798,6.9284997,33.309147,0.0056,0,0.0014,0,0.027
Estonia,EST,2003,16.20338,7.90875,38.565674,0.0128,0,0.0061,0,0.026
Estonia,EST,2004,16.443972,9.008,38.46912,0.0224,0,0.0076,0,0.031
Estonia,EST,2005,16.752337,9.30025,38.088295,0.0215,0,0.0539,0,0.033
Estonia,EST,2006,17.505255,9.39875,36.38687,0.0135,0,0.0763,0,0.038
Estonia,EST,2007,18.683674,9.343,45.278614,0.022,0,0.091,0,0.036
Estonia,EST,2008,17.789972,8.9609995,40.484074,0.028,0,0.133,0,0.038
Estonia,EST,2009,15.987168,6.10725,34.976364,0.032,0.0001,0.195,0,0.314
Estonia,EST,2010,16.479925,6.542,46.823254,0.027,0.0001,0.277,0,0.742
Estonia,EST,2011,16.066843,5.85325,47.39259,0.03,0.0002,0.368,0,0.783
Estonia,EST,2012,19.049246,6.343,43.549572,0.042,0.0003,0.434,0,1.001
Estonia,EST,2013,18.806303,6.4535,48.426563,0.026,0.0014,0.529,0,0.6965
Estonia,EST,2014,17.413538,5.0655003,47.364048,0.027,0.0031,0.604,0,0.796
Estonia,EST,2015,17.381447,4.541,41.969074,0.027,0.0059,0.715,0,0.843
Estonia,EST,2016,16.95469,4.98075,44.06443,0.035,0.0097,0.594,0,0.9495
Estonia,EST,2017,17.695034,4.8887925,50.30146,0.026,0.0145,0.723,0,1.1085
Estonia,EST,2018,17.47478,5.003573,49.145332,0.015,0.0308,0.636,0,1.332
Estonia,EST,2019,15.588738,4.660554,35.80476,0.019,0.0735,0.687,0,1.363
Estonia,EST,2020,16.05446,4.3005,29.107565,0.03,0.245,0.844,0,1.8515
Estonia,EST,2021,15.788391,4.8631897,31.759611,0.023,0.35367,0.733,0,1.768863
Estonia,EST,2022,16.36903,4.0366664,34.259235,0.023,0.596,0.668,0,1.569152
Estonia,EST,2023,15.560705,3.1296751,29.26293,0.024,0.721,0.683,0,1.377112
Estonia,EST,2024,15.271419,3.386204,26.752567,0.03166414,1.1261708,1.0474237,0,1.3797698
Europe,,1965,6933.2324,1595.9036,9548.794,381.45035,0,0,21.537567,2.9090002
Europe,,1966,7552.9653,1786.6346,9420.777,414.05478,0,0,27.854858,3.979
Europe,,1967,8203.042,2008.7863,9291.548,410.65195,0,0,32.127895,4.316
Europe,,1968,8936.249,2280.0083,9340.795,437.10187,0,0,36.945354,4.8180003
Europe,,1969,9826.869,2583.9653,9481.04,442.712,0,0,44.73575,5.244904
Europe,,1970,10877.038,2980.2356,9329.971,467.42227,0,0,48.95146,6.9523573
Europe,,1971,11434.074,3407.7761,9149.114,473.05194,0,0,56.25425,7.069884
Europe,,1972,12275.271,3805.59,9051.465,483.52777,0,0,77.34617,6.947608
Europe,,1973,13148.836,4218.347,9181.223,489.05432,0,0,88.68802,7.466391
Europe,,1974,12937.709,4606.6035,9144.451,527.96545,0,0,108.83961,7.83506
Europe,,1975,12798.231,4989.5654,9133.58,527.5942,0,0,145.27362,8.300942
Europe,,1976,13493.773,5461.0176,9361.901,504.1949,0,0,174.25168,8.324597
Europe,,1977,13559.638,5792.3145,9432.452,594.7133,0,0,212.47292,8.662292
Europe,,1978,14288.755,6109.8335,9490.763,615.8949,0,0.003,234.00775,9.235139
Europe,,1979,14616.532,6470.533,9756.863,640.884,0,0.006,262.03943,9.617958
Europe,,1980,14167.721,6579.6167,9750.397,637.35645,0,0.0105,310.425,10.604949
Europe,,1981,13576.338,6774.2754,9612.252,644.5633,0,0.0105,406.82385,10.643523
Europe,,1982,13103.428,7038.406,9695.899,626.81995,0,0.0185,452.66302,9.836121
Europe,,1983,12790.341,7458.5693,9772.314,649.14514,0,0.030100001,527.15424,10.136652
Europe,,1984,12839.501,8014.5737,9714.767,674.75525,0.001010101,0.0382,672.2562,10.488478
Europe,,1985,12087.632,7673.371,9438.529,650.15826,0.001010101,0.0574,794.839,11.522739
Europe,,1986,12438.036,7815.6396,9425.001,638.0437,0.001010101,0.1336,844.0598,12.499209
Europe,,1987,12472.559,8216.1875,9519.9,672.8461,0,0.19080001,893.6307,12.367401
Europe,,1988,12468.503,8473.379,9342.775,698.86774,0.001010101,0.3297,981.0421,13.161699
Europe,,1989,12485.897,8641.2295,9155.611,635.407,0.009090909,0.5154,1023.1629,13.609675
Europe,,1990,12843.113,9065.899,8633.65,646.04095,0.012455001,0.77946043,1012.8706,18.948753
Europe,,1991,12617.629,9232.273,8057.4033,657.99316,0.01552,0.979428,1037.9144,19.54479
Europe,,1992,12179.39,8846.303,7567.019,675.53937,0.025082,1.5346481,1043.9802,20.660774
Europe,,1993,11421.186,8842.119,7006.555,690.672,0.032363,2.291426,1080.0144,22.773966
Europe,,1994,11101.818,8438.882,6479.114,702.39154,0.0346575,2.9880357,1050.0826,23.99297
Europe,,1995,11000.466,8537.651,6366.579,705.493,0.044909,3.8732293,1076.607,26.293205
Europe,,1996,10854.875,9068.158,6171.309,661.9428,0.047833413,4.8395853,1141.0214,26.523182
Europe,,1997,10868.521,8655.78,5902.96,685.6161,0.056997243,7.305893,1150.7856,31.367954
Europe,,1998,10922.684,8868.485,5678.004,710.29535,0.0671515,11.178979,1137.3876,35.314613
Europe,,1999,10781.334,9048.179,5441.981,724.1003,0.08028906,14.234546,1162.0802,37.30178
Europe,,2000,10490.904,9259.316,5587.1357,750.9408,0.074515246,22.412415,1179.3041,40.93956
Europe,,2001,10654.416,9413.887,5552.031,761.8888,0.1942865,26.864628,1218.7097,44.862213
Europe,,2002,10576.425,9468.499,5550.7954,692.46765,0.31479302,36.435246,1236.8583,51.014526
Europe,,2003,10664.976,9779.315,5721.2534,650.7334,0.46881574,44.851658,1254.9039,58.37605
Europe,,2004,10736.234,10045.516,5584.3394,700.5616,0.75098586,59.749386,1267.121,69.44955
Europe,,2005,10794.648,10212.56,5411.256,704.81934,1.5125293,71.57354,1259.3784,79.46828
Europe,,2006,10876.78,10348.109,5605.0044,691.14386,2.569654,83.65842,1264.2513,89.95395
Europe,,2007,10676.757,10317.486,5597.71,704.7683,3.878197,106.16511,1215.6079,100.01811
Europe,,2008,10626.226,10336.46,5399.295,724.8221,7.589541,121.32885,1217.9286,110.36832
Europe,,2009,10075.941,9586.96,4798.298,728.0232,14.32421,134.6703,1168.0107,120.60472
Europe,,2010,10088.36,10321.26,4955.159,765.4957,23.51834,150.51721,1202.2217,136.6996
Europe,,2011,9965.286,9939.428,5149.184,680.41455,47.211292,182.48463,1196.8567,145.89104
Europe,,2012,9744.183,9708.878,5274.9707,731.2351,72.17967,209.49336,1175.6637,161.71432
Europe,,2013,9548.623,9549.503,5101.382,783.56384,86.53961,240.90575,1158.7317,171.11694
Europe,,2014,9536.093,8948.364,4740.998,776.86316,98.38232,256.74585,1173.2013,181.74918
Europe,,2015,9555.889,8898.473,4632.6953,738.3155,109.27955,307.92554,1163.4861,193.26445
Europe,,2016,9710.5625,9310.262,4417.3027,771.06885,112.78677,308.05063,1138.5356,195.82407
Europe,,2017,9930.855,9569.403,4218.2637,713.82404,121.35214,367.12167,1139.0344,200.89148
Europe,,2018,9894.459,9748.45,4152.149,777.3937,129.89279,384.36334,1140.3994,206.82811
Europe,,2019,9923.03,9755.025,3591.7097,734.13464,142.90324,439.1021,1138.7184,213.47641
Europe,,2020,8785.337,9371.511,3106.288,795.6161,167.09116,490.8472,1049.1967,218.17583
Europe,,2021,9213.165,9646.293,3375.3276,814.11743,186.91594,473.16605,1110.7131,229.288
Europe,,2022,9510.83,9118.345,3342.396,696.5059,234.71085,525.93713,970.3361,221.43912
Europe,,2023,9464.045,8832.303,2877.2954,779.79565,280.15323,584.881,964.74805,206.01448
Europe,,2024,9577.696,9115.708,2670.72,833.9208,334.8674,596.1051,997.52606,204.49837
Europe (EI),,1965,4980.371,379.14532,6132.287,302.19534,0,0,19.677,3.009
Europe (EI),,1966,5466.834,429.26025,5883.0547,324.5699,0,0,25.791,4.101
Europe (EI),,1967,5934.3467,514.3611,5692.9287,324.46274,0,0,29.874,4.489
Europe (EI),,1968,6525.836,666.4043,5777.589,336.23666,0,0,33.812,4.997
Europe (EI),,1969,7267.1494,859.53156,5852.0547,330.97592,0,0,41.103,5.422904
Europe (EI),,1970,8055.935,1085.3883,5753.4233,346.07806,0,0,44.563,7.118357
Europe (EI),,1971,8453.693,1336.5579,5500.668,349.56314,0,0,50.867,7.2318835
Europe (EI),,1972,9047.596,1627.1074,5307.8477,363.83298,0,0,67.513,7.122608
Europe (EI),,1973,9694.993,1849.1982,5393.8467,369.3127,0,0,74.378,7.663391
Europe (EI),,1974,9126.41,2094.4465,5343.685,399.2913,0,0,87.379,8.04206
Europe (EI),,1975,8810.394,2248.5957,5225.2896,407.51077,0,0,116.658,8.520942
Europe (EI),,1976,9410.929,2444.7502,5461.2896,376.8347,0,0,136.099,8.485598
Europe (EI),,1977,9328.601,2560.3447,5462.665,456.27164,0,0,161.44211,8.880291
Europe (EI),,1978,9801.227,2663.3577,5546.5312,455.52872,0,0.003,181.54506,9.372139
Europe (EI),,1979,10024.282,2811.9321,5785.4087,479.14987,0,0.006,202.42174,9.762958
Europe (EI),,1980,9348.721,2808.8428,5906.7124,464.76663,0,0.0105,236.50168,10.74095
Europe (EI),,1981,8711.057,2781.2327,5795.171,470.4354,0,0.0105,319.73517,10.753523
Europe (EI),,1982,8287.627,2728.2874,5829.345,466.30966,0,0.0185,352.40894,9.836121
Europe (EI),,1983,8057.6406,2837.0486,5905.01,480.12585,0,0.0301,415.75885,10.136652
Europe (EI),,1984,8105.108,2971.7595,5897.694,485.19354,0.001010101,0.0382,528.45776,10.510578
Europe (EI),,1985,9066.216,4026.4607,7248.3125,502.4572,0.001010101,0.0574,695.5218,11.52874
Europe (EI),,1986,9345.303,4129.31,7183.7935,485.56534,0.001010101,0.1336,738.8383,12.5428095
Europe (EI),,1987,9388.736,4311.6753,7251.864,528.9161,0,0.1908,768.9285,12.425302
Europe (EI),,1988,9435.364,4348.913,7102.946,566.8737,0.001010101,0.3297,846.2283,13.2301
Europe (EI),,1989,9402.842,4469.7017,7014.3228,493.60065,0.009090909,0.5154,886.8244,13.672276
Europe (EI),,1990,9820.417,4826.9204,6675.2485,502.32297,0.012455,0.77946043,894.5456,18.963852
Europe (EI),,1991,9669.999,4886.9404,6290.2764,512.56445,0.01552,0.979428,917.93066,19.599491
Europe (EI),,1992,9455.793,4618.964,5920.2983,529.4964,0.025082,1.5346481,924.35425,20.714474
Europe (EI),,1993,9253.277,4642.214,5525.6025,550.31494,0.032363,2.2914262,960.8284,22.847965
Europe (EI),,1994,9222.022,4508.473,5210.379,557.0324,0.0346575,2.9880357,952.2627,24.06197
Europe (EI),,1995,9437.379,4762.9824,5159.5005,564.75867,0.044909,3.8732293,977.07513,26.542505
Europe (EI),,1996,9555.193,5277.245,5011.591,548.09296,0.047833413,4.8395853,1031.9954,26.725283
Europe (EI),,1997,9591.172,5155.936,4874.0493,567.9772,0.056997243,7.305893,1042.2876,31.687756
Europe (EI),,1998,9714.606,5230.537,4739.7554,593.9993,0.0671515,11.184479,1033.6686,35.582615
Europe (EI),,1999,9547.635,5438.863,4477.327,598.2668,0.08028906,14.255046,1040.2062,37.45768
Europe (EI),,2000,9304.386,5584.936,4606.7285,617.7163,0.07451525,22.443914,1048.5891,41.10196
Europe (EI),,2001,9401.388,5694.592,4558.4224,611.96967,0.1942865,26.92393,1081.7748,45.021713
Europe (EI),,2002,9396.565,5712.716,4562.164,563.9484,0.314793,36.477047,1095.2294,51.075825
Europe (EI),,2003,9425.213,5971.038,4743.553,530.36487,0.46881574,44.904457,1104.5619,58.17785
Europe (EI),,2004,9527.226,6115.666,4672.2217,570.9353,0.75098586,59.799076,1122.414,69.168945
Europe (EI),,2005,9582.218,6275.755,4561.059,571.73285,1.5125293,71.62474,1109.9325,79.14538
Europe (EI),,2006,9588.1045,6228.7705,4773.831,562.068,2.5696537,83.78272,1107.8153,89.59409
Europe (EI),,2007,9412.205,6173.5063,4840.0522,563.5391,3.8781967,106.508606,1055.5504,99.77455
Europe (EI),,2008,9305.769,6262.551,4564.6094,593.2728,7.589541,122.16915,1054.8447,110.15111
Europe (EI),,2009,8813.6875,5776.969,4078.7158,589.73755,14.32421,136.16087,1004.4283,120.73471
Europe (EI),,2010,8767.371,6232.984,4260.6,650.76245,23.520739,153.42845,1031.8069,137.07983
Europe (EI),,2011,8508.993,5809.2026,4440.8394,569.6559,47.212955,187.19914,1023.9154,146.27599
Europe (EI),,2012,8225.868,5661.7095,4545.5835,625.57385,72.179726,215.34286,998.1299,162.60774
Europe (EI),,2013,8084.939,5547.791,4406.078,661.69525,86.535194,248.45071,986.2236,172.79558
Europe (EI),,2014,7990.792,5001.6323,4133.018,643.9924,98.23771,265.1608,992.4439,184.56235
Europe (EI),,2015,8163.79,5092.326,3956.7517,637.3569,109.12907,319.39096,968.0158,197.35478
Europe (EI),,2016,8320.969,5370.9688,3817.1174,653.54596,113.33557,323.34662,941.9212,201.73705
Europe (EI),,2017,8592.674,5591.991,3691.2773,586.4735,123.60844,384.7895,935.89343,208.51744
Europe (EI),,2018,8525.567,5482.64,3604.8245,646.37067,136.95013,403.97638,935.8184,216.29497
Europe (EI),,2019,8511.509,5553.828,3073.0085,628.2303,150.98903,460.35202,929.73267,225.3023
Europe (EI),,2020,7421.55,5421.319,2657.9429,660.8722,176.0092,514.35236,832.9444,231.58066
Europe (EI),,2021,7767.1787,5716.1064,2900.1396,655.1399,198.37297,501.84995,882.5411,245.18507
Europe (EI),,2022,8042.534,4959.0654,2758.01,565.27185,248.99109,556.50684,741.9514,239.28352
Europe (EI),,2023,7940.5186,4611.5215,2271.4512,642.6324,299.45563,614.0709,735.6309,224.61517
Europe (EI),,2024,8014.3643,4686.8223,2117.9548,697.99603,362.16907,627.99457,766.11115,223.4914
European Union (27),,1965,3844.244,367.09137,4595.191,211.80603,0,0,4.542,2.909
European Union (27),,1966,4236.735,416.64465,4412.7427,230.45381,0,0,5.574,3.979
European Union (27),,1967,4601.551,495.35828,4328.082,222.19263,0,0,6.597,4.316
European Union (27),,1968,5090,628.4308,4404.6665,226.5809,0,0,7.622,4.818
European Union (27),,1969,5719.058,789.8719,4508.3,222.4579,0,0,11.443,5.243
European Union (27),,1970,6391.132,956.7552,4468.195,234.72273,0,0,16.785,6.940266
European Union (27),,1971,6730.613,1133.0685,4333.8027,233.22775,0,0,21.928,7.057851
European Union (27),,1972,7222.5435,1340.7645,4262.0913,244.8364,0,0,34.295,6.925944
European Union (27),,1973,7783.3813,1538.9799,4268.8525,243.5321,0,0,40.071,7.442191
European Union (27),,1974,7325.057,1723.5646,4321.7695,263.01743,0,0,46.695,7.829309
European Union (27),,1975,7157.834,1857.8682,4189.542,264.90546,0,0,78.559,8.282595
European Union (27),,1976,7719.0728,2030.1902,4400.516,231.1628,0,0,92.005,8.305585
European Union (27),,1977,7590.744,2115.3977,4398.197,307.5857,0,0,113.307106,8.646165
European Union (27),,1978,7987.105,2197.0815,4489.8335,299.47946,0,0.003,135.92606,9.1188545
European Union (27),,1979,8215.265,2298.7844,4647.9185,313.9237,0,0.006,152.30873,9.285328
European Union (27),,1980,7723.4956,2290.25,4833.147,297.70767,0,0.0105,185.13269,10.387278
European Union (27),,1981,7195.957,2253.8933,4700.7173,293.823,0,0.0105,266.14517,10.08439
European Union (27),,1982,6757.838,2193.6873,4775.5464,288.88766,0,0.0185,290.77094,9.287153
European Union (27),,1983,6528.583,2276.897,4811.5073,294.68158,0,0.0301,346.20483,9.568938
European Union (27),,1984,6389.3433,2394.411,4994.5415,298.8656,0,0.0382,451.61877,9.946245
European Union (27),,1985,6637.4946,2511.4229,5135.2725,304.63483,0,0.0574,554.66595,10.981506
European Union (27),,1986,6861.0786,2547.8074,5002.7056,287.77554,0,0.1336,610.60706,11.802871
European Union (27),,1987,6879.4404,2681.7915,5059.939,315.98,0,0.1908,635.927,11.601265
European Union (27),,1988,6902.184,2679.2012,4994.1665,333.6034,0,0.3297,684.00275,12.376092
European Union (27),,1989,6913.9604,2773.6245,5006.135,272.73294,0.009090909,0.5064,721.20917,12.7941675
European Union (27),,1990,7303.073,2913.043,4555.969,284.6682,0.011455,0.7704604,729.146,17.354042
European Union (27),,1991,7246.667,2982.0686,4294.481,297.9111,0.01352,0.970428,749.463,17.879808
European Union (27),,1992,7304.056,2883.6973,3993.7866,310.4662,0.022082,1.5016481,750.512,18.720934
European Union (27),,1993,7208.5444,2941.9368,3810.9658,318.40985,0.028355,2.0669987,773.044,20.526823
European Union (27),,1994,7250.3057,2905.9587,3725.0837,327.802,0.0296395,2.6344247,770.939,21.334034
European Union (27),,1995,7441.455,3147.9517,3684.1404,326.83032,0.038877,3.4706535,792.866,23.440554
European Union (27),,1996,7601.036,3419.71,3690.3406,325.44012,0.04079341,4.3409996,832.78,23.38608
European Union (27),,1997,7625.8667,3328.0767,3579.9053,335.02988,0.049934246,6.6253376,839.476,27.91499
European Union (27),,1998,7783.7974,3419.5999,3418.2354,345.81534,0.0590805,10.284428,833.2931,30.97517
European Union (27),,1999,7691.72,3505.4229,3256.572,343.62308,0.06921506,13.352978,848.2472,31.643864
European Union (27),,2000,7463.901,3588.8413,3300.335,356.24695,0.05714925,21.423986,859.9232,34.554264
